Total unique price values: 1011

45	94.00
45	641.00
45	717.00
44	700.00
43	377.00
42	553.00
42	713.00
40	154.00
40	257.00
39	753.00
39	735.00
38	374.00
38	199.00
38	749.00
37	785.00
37	383.00
36	414.00
36	2,010.00
36	460.00
36	900.00
36	1,181.00
36	946.00
35	958.00
35	959.00
35	1,036.00
35	871.00
35	188.00
34	870.00
34	1,254.00
34	538.00
34	1,439.00
34	53.00
33	246.00
33	805.00
33	596.00
33	604.00
33	756.00
32	812.00
32	1,350.00
32	649.00
31	467.00
31	515.00
30	349.00
30	491.00
30	1,101.00
29	914.00
29	48.00
29	643.00
28	455.00
28	652.00
27	655.00
27	751.00
27	706.00
27	1,133.00
26	245.00
26	727.00
26	342.00
26	1,215.00
26	62.00
25	795.00
25	29.00
25	610.00
25	517.00
25	397.00
24	528.00
24	1,057.00
24	906.00
24	322.00
24	520.00
24	867.00
24	176.00
24	167.00
24	911.00
24	399.00
23	195.00
23	512.00
23	1,069.00
23	129.00
23	854.00
23	280.00
23	832.00
22	338.00
22	1,518.00
22	378.00
22	794.00
22	913.00
22	561.00
21	444.00
21	1,252.00
21	499.00
20	474.00
20	184.00
20	563.00
20	189.00
20	223.00
20	430.00
19	719.00
19	459.00
19	478.00
19	340.00
19	1,524.00
19	660.00
19	1,774.00
19	1,405.00
19	441.00
19	1,255.00
19	1,876.00
19	573.00
18	201.00
18	821.00
18	1,523.00
18	803.00
18	1,633.00
18	1,395.00
18	1,451.00
18	612.00
18	985.00
18	101.00
17	341.00
17	547.00
17	600.00
17	1,218.00
17	1,758.00
16	159.00
16	95.00
16	1,759.00
16	90.00
16	293.00
16	453.00
15	359.00
15	626.00
15	1,195.00
15	210.00
15	389.00
15	450.00
15	990.00
15	622.00
15	868.00
14	778.00
14	726.00
14	451.00
14	1,074.00
14	212.00
14	218.00
14	701.00
13	265.00
13	769.00
13	1,190.00
13	34.00
13	1,116.00
13	1,073.00
13	791.00
13	1,148.00
13	831.00
13	725.00
13	368.00
13	915.00
13	1,105.00
12	488.00
12	22.00
12	1,306.00
12	222.00
12	484.00
12	865.00
12	650.00
12	110.00
12	1,641.00
12	552.00
11	774.00
11	106.00
11	505.00
11	435.00
11	363.00
11	1,238.00
11	50.00
11	1,898.00
11	1,188.00
11	224.00
11	737.00
11	681.00
10	400.00
10	11.00
10	58.00
10	961.00
10	1,058.00
10	1,640.00
10	630.00
10	391.00
10	439.00
10	169.00
10	799.00
10	1,360.00
10	2,008.00
10	2,037.00
10	761.00
9	1,313.00
9	273.00
9	285.00
9	902.00
9	209.00
9	369.00
9	1,002.00
9	1,335.00
9	839.00
9	79.00
9	526.00
9	427.00
9	26.00
9	1,535.00
9	1,004.00
9	665.00
9	536.00
9	476.00
9	327.00
8	1,012.00
8	619.00
8	504.00
8	28.00
8	1,032.00
8	890.00
8	936.00
8	577.00
8	620.00
8	240.00
8	104.00
8	330.00
8	567.00
8	1,149.00
8	796.00
8	1,044.00
8	1,266.00
8	545.00
8	1,480.00
8	302.00
8	232.00
8	806.00
8	982.00
7	522.00
7	111.00
7	254.00
7	220.00
7	1,342.00
7	971.00
7	425.00
7	605.00
7	530.00
7	580.00
7	348.00
7	454.00
7	550.00
7	197.00
7	623.00
7	486.00
7	548.00
7	519.00
7	208.00
7	738.00
7	1,575.00
7	887.00
7	59.00
6	1,088.00
6	543.00
6	1,097.00
6	581.00
6	534.00
6	634.00
6	204.00
6	7,198.00
6	1,247.00
6	170.00
6	813.00
6	1,512.00
6	1,530.00
6	1,533.00
6	827.00
6	137.00
6	160.00
6	1,688.00
6	861.00
6	416.00
6	193.00
6	1,804.00
5	69.00
5	1,404.00
5	278.00
5	1,231.00
5	506.00
5	290.00
5	1,357.00
5	270.00
5	1,125.00
5	1,226.00
5	974.00
5	1,007.00
5	226.00
5	999.00
5	542.00
5	1,153.00
5	955.00
5	191.00
5	395.00
5	852.00
5	903.00
5	186.00
4	1,673.00
4	1,013.00
4	1,288.00
4	591.00
4	816.00
4	801.00
4	1,302.00
4	1,135.00
4	541.00
4	998.00
4	288.00
4	412.00
4	956.00
4	527.00
4	1,805.00
4	1,067.00
4	529.00
4	392.00
4	1,126.00
4	229.00
4	838.00
4	198.00
4	1,219.00
4	255.00
4	431.00
4	518.00
4	269.00
4	716.00
4	299.00
4	979.00
4	722.00
4	1,100.00
4	787.00
4	205.00
4	72.00
4	165.00
4	372.00
4	777.00
4	921.00
4	243.00
4	829.00
4	318.00
4	824.00
4	172.00
4	508.00
4	173.00
4	30.00
4	1,599.00
4	802.00
4	337.00
3	523.00
3	56.00
3	147.00
3	878.00
3	217.00
3	161.00
3	1,594.00
3	627.00
3	466.00
3	578.00
3	316.00
3	892.00
3	920.00
3	1,020.00
3	1,332.00
3	326.00
3	1,095.00
3	96.00
3	1,385.00
3	238.00
3	1,078.00
3	808.00
3	35.00
3	394.00
3	2,483.00
3	933.00
3	1,398.00
3	3,013.00
3	346.00
3	1,384.00
3	325.00
3	206.00
3	272.00
3	387.00
3	83.00
3	308.00
3	1,325.00
3	648.00
3	1,200.00
3	1,343.00
3	677.00
3	676.00
3	292.00
3	27.00
3	2,261.00
3	2,277.00
3	765.00
3	856.00
3	1,196.00
3	143.00
3	1,022.00
3	1,112.00
3	980.00
3	89.00
3	960.00
3	698.00
3	1,453.00
3	1,412.00
3	846.00
3	592.00
3	572.00
3	1,617.00
3	2,064.00
3	357.00
3	1,150.00
3	1,477.00
3	487.00
3	145.00
2	597.00
2	249.00
2	91.00
2	3,037.00
2	696.00
2	570.00
2	908.00
2	262.00
2	1,130.00
2	710.00
2	1,722.00
2	1,463.00
2	214.00
2	260.00
2	968.00
2	507.00
2	390.00
2	819.00
2	6,194.00
2	2,657.00
2	271.00
2	618.00
2	1,312.00
2	52.00
2	426.00
2	2,344.00
2	241.00
2	3,571.00
2	1,265.00
2	1,339.00
2	403.00
2	2,274.00
2	509.00
2	849.00
2	825.00
2	1,435.00
2	1,031.00
2	684.00
2	584.00
2	1,899.00
2	1,571.00
2	1,102.00
2	1,430.00
2	884.00
2	331.00
2	231.00
2	2,847.00
2	1,336.00
2	259.00
2	371.00
2	672.00
2	16.00
2	1,244.00
2	1,508.00
2	970.00
2	1,243.00
2	1,151.00
2	723.00
2	2,099.00
2	952.00
2	3,416.00
2	922.00
2	588.00
2	86.00
2	49.00
2	1,192.00
2	637.00
2	287.00
2	203.00
2	1,884.00
2	296.00
2	809.00
2	678.00
2	1,053.00
2	1,416.00
2	1,605.00
2	185.00
2	909.00
2	317.00
2	540.00
2	477.00
2	897.00
2	757.00
2	45.00
2	792.00
2	475.00
2	885.00
2	1,492.00
2	862.00
2	495.00
2	927.00
2	1,665.00
2	881.00
2	464.00
2	1,784.00
2	693.00
2	356.00
2	1,969.00
2	2,345.00
2	842.00
2	1,210.00
2	440.00
2	4,783.00
2	479.00
2	119.00
2	1,114.00
2	1,708.00
2	621.00
2	659.00
2	120.00
2	216.00
2	848.00
2	598.00
2	73.00
2	405.00
2	617.00
2	138.00
2	215.00
2	315.00
2	174.00
2	510.00
2	1,506.00
2	122.00
2	66.00
2	1,273.00
2	433.00
2	740.00
2	699.00
2	409.00
2	236.00
2	817.00
2	428.00
2	373.00
2	142.00
2	81.00
2	1,383.00
2	312.00
1	155.00
1	3,348.00
1	4,185.00
1	1,162.00
1	1,534.00
1	2,004.00
1	457.00
1	2,231.00
1	1,841.00
1	144.00
1	1,476.00
1	1,923.00
1	415.00
1	2,762.00
1	1,674.00
1	2,623.00
1	1,590.00
1	306.00
1	250.00
1	589.00
1	571.00
1	473.00
1	84.00
1	1,007.95
1	932.00
1	2,082.00
1	886.00
1	291.00
1	1,993.00
1	644.00
1	21.00
1	1,461.00
1	1,303.00
1	991.00
1	498.00
1	92.00
1	1,034.00
1	237.00
1	182.00
1	471.00
1	146.00
1	252.00
1	156.00
1	2,399.00
1	758.00
1	639.00
1	2,073.00
1	61.00
1	631.00
1	912.00
1	1,756.00
1	739.00
1	40.00
1	559.00
1	354.00
1	1,104.00
1	1,353.00
1	1,290.00
1	869.00
1	711.00
1	1,037.00
1	442.00
1	289.00
1	654.00
1	859.00
1	1,618.00
1	687.00
1	1,381.00
1	810.00
1	17.00
1	1,242.00
1	826.00
1	599.00
1	313.00
1	148.00
1	1,205.00
1	1,378.00
1	248.00
1	1,311.00
1	1,127.00
1	362.00
1	2,060.00
1	1,177.00
1	77.00
1	131.00
1	1,228.00
1	647.00
1	917.00
1	480.00
1	525.00
1	465.00
1	353.00
1	1,239.00
1	732.00
1	242.00
1	2,088.00
1	219.00
1	1,120.00
1	385.00
1	472.00
1	1,812.00
1	642.00
1	1,268.00
1	593.00
1	1,237.00
1	583.00
1	168.00
1	853.00
1	1,283.00
1	1,059.00
1	705.00
1	1,279.00
1	1,285.00
1	744.00
1	790.00
1	1,890.00
1	1,438.00
1	877.00
1	704.00
1	294.00
1	68.00
1	828.00
1	1,173.00
1	1,625.00
1	1,222.00
1	343.00
1	925.00
1	514.00
1	555.00
1	179.00
1	2,157.00
1	1,545.00
1	1,864.00
1	2,087.00
1	1,608.00
1	358.00
1	1,141.00
1	557.00
1	582.00
1	396.00
1	295.00
1	388.00
1	2,275.00
1	1,144.00
1	202.00
1	1,753.00
1	893.00
1	996.00
1	298.00
1	513.00
1	444.95
1	1,167.00
1	1,800.00
1	565.00
1	462.00
1	1,682.00
1	175.00
1	1,627.00
1	779.00
1	1,264.00
1	551.00
1	1,547.00
1	404.00
1	511.00
1	942.00
1	1,598.00
1	1,587.00
1	1,139.00
1	483.00
1	1,909.00
1	1,516.00
1	675.00
1	55.00
1	1,962.00
1	1,852.00
1	2,814.00
1	481.00
1	381.00
1	1,440.00
1	150.00
1	1,474.00
1	978.00
1	324.00
1	1,043.00
1	1,970.00
1	1,374.00
1	1,632.00
1	423.00
1	1,041.00
1	18.00
1	1,072.00
1	875.00
1	123.00
1	125.00
1	253.00
1	1,548.00
1	1,531.00
1	256.00
1	136.00
1	918.00
1	1,359.00
1	1,454.00
1	1,875.00
1	692.00
1	590.00
1	695.00
1	983.00
1	1,354.00
1	1,038.00
1	889.00
1	1,146.00
1	674.00
1	114.00
1	2,251.00
1	1,496.00
1	728.00
1	724.00
1	171.00
1	1,822.00
1	177.00
1	1,570.00
1	1,723.00
1	2,631.00
1	2,764.00
1	895.00
1	364.00
1	544.00
